tweetID,userID
783411581216436224,21091983
783411584701915136,900776792
783411586979487744,3410689588
783411588032233472,40585545
783411591433838593,718221097217499138
783411611700637696,2400333943
783411612057120769,6272402
783411614951346176,3974604440
783411620810752000,394578853
783411630059220992,51111741
783411654390321153,759050999847714816
783411665110904832,23826977
783411683188281345,1222757654
783411690658418690,759140886638792704
783411692092948481,1860423612
783411698300485632,4134670761
783411698950471680,24537639
783411704675770369,776794068
783411705787273216,4060827133
783411705745375232,707640775643930624
783411705732734976,444197859
783411728361086976,23394247
783411736908926976,32235591
783411748439293952,35625979
783411760879415296,17123611
783411761764458497,2485447965
783411782433943552,4259148751
783411782773723136,710879893584654336
783411784489299968,16544666
783411792580055044,102468204
783411801186668544,2331208111
783411801899700226,21155483
783411806232383489,21091983
783411816345067520,146566275
783411816655384578,1190001516
783411820925030400,157859298
783411821281681412,712244907939864578
783411833558278144,430298042
783411836993544192,22936237
783411839292076032,3919150883
783411841833832448,22936237
783411859726606336,16051263
783411861093953536,3919150883
783411866642984960,836640187
783411872137699328,1252192320
783411872770957312,741469822781927424
783411876071927808,188328580
783411881906151425,4350900315
783411904349925386,4872730967
783411907235418113,17123611
783411909538250752,726497010
783411910762954752,2887895943
783411923681443840,22936237
783411925640220672,22936237
783411938998878213,86123044
783411952928247809,71582720
783411968623284225,520063574
783411989401874432,2263220262
783411991159435264,33319740
783411995655757824,16335368
783411998683959296,29910265
783411997736046592,26900055
783412003633233920,89467699
783412012814524416,39266805
783412022520057856,421772747
783412028811509760,35945350
783412038823448578,763877264043810816
783412043449704448,50544474
783412048814149632,29609843
783412058503127041,741469822781927424
783412060101148673,30552169
783412062584053760,54655771
783412089217875968,23109000
783412103432507393,2993719803
783412106527989763,758506186673094656
783412113180098561,759063038683148288
783412117428924416,714453708105519105
783412137745977344,103784169
783412155299274752,26900055
783412177344598016,485368835
783412178686734338,4239668853
783412183493439488,4870967662
783412185854840832,1568424084
783412193312313344,40782593
783412199012327424,3026020697
783412203114430468,1620898248
783412202405564416,778734320
783412203735117824,26795461
783412207358873600,20532979
783412208961073152,84329913
783412230389768192,3499636752
783412232348585984,23777088
783412233468465153,205306938
783412233829289984,10861222
783412238262697985,319449022
783412249859796992,17648725
783412267090059264,186909299
783412285243006977,14339951
783412293010804736,729358306284740608
783412293778505728,2185412685
783412298526359553,1888951015
783412303274319872,3403554208
783412303358197760,4855763098
783412316196843520,761396912591282176
783412325885837312,728299868964392960
783412332953235456,767788822881005568
783412338179252224,766732293272510464
783412364922138624,763905840088772608
783412369418547205,714235834463981568
783412369364049920,555609651
783412371054325760,327908487
783412371142443013,34553489
783412378713096192,251268932
783412383548968960,705097596759461889
783412387034521600,379501471
783412387659456512,3949709416
783412394932383744,3280018782
783412404759560192,704061400960933889
783412410145083392,746511344
783412425517178881,1135746511
783412445045850113,555332332
783412446706880512,3384385671
783412452394426368,2884079135
783412462263599105,759683211194667008
783412469989380097,239025975
783412470140502017,963195319
783412476696289287,23438664
783412481326739456,48688255
783412485286133760,1950160328
783412486435471360,17901142
783412490113720321,4817119207
783412492198375424,758506186673094656
783412495222468609,297123747
783412501329301504,54935632
783412503313121280,735558960686632964
783412505112481792,286496548
783412510795980800,4840734057
783412514423832576,727624715519578112
783412516957270016,21764166
783412517871710209,60306758
783412521898160130,756124598408577024
783412534644617217,860691823
783412537400369152,3417589455
783412552646688769,628789551
783412560624181248,24053369
783412562515886080,4875515259
783412574771699712,13673392
783412578085179393,2281972608
783412582761627649,61082642
783412583948623872,1668756914
783412596070162432,2543640724
783412604379230208,704094904595705857
783412632078483456,494708575
783412642903945221,2746644052
783412643499573248,214343084
783412660683485184,17027924
783412667503357953,320463544
783412674289885185,777150333416005640
783412674809909248,15293839
783412688265306112,20844257
783412693692719105,2255567535
783412699925323776,750918449401036800
783412709425491968,2523556454
783412723887419392,3886099279
783412727670714368,54713427
783412731139457024,15972765
783412734788415489,147691044
783412745777606656,1007187600
783412748017340416,1007187600
783412748663132160,317223956
783412751691505664,275215448
783412752257867776,3951163695
783412759429910528,2172872273
783412761397112832,705440823488483328
783412768275828736,28592635
783412769693413376,494344928
783412772428193793,761015791504400384
783412778593812481,2414035163
783412791361155072,2775910980
783412792053211136,750367298
783412802287390721,366579987
783412802811592704,2236630092
783412820549505024,4142593048
783412821551943680,2593484425
783412822852022273,765251169379692544
783412847703236608,2691576288
783412853273341952,104014956
783412863742377985,780307178804486144
783412875343777793,46002346
783412880297304065,59511593
783412889973583872,734832111891456000
783412892162895872,2863229966
783412898894909444,711627609344516096
783412906457194496,195355640
783412919346139136,467231947
783412926560423936,764636248476483585
783412927026126848,60353629
783412934064107520,222644440
783412935683104768,713582080291172352
783412941131362305,2348992182
783412950002524160,3288394404
783412951042576384,493387905
783412955803099136,144267107
783412955824033792,756148967809789952
783412969623293952,49175101
783412971028434945,369204727
783412974581084161,49008938
783412981275168768,467307839
783412994260828160,4541456958
783413004587114496,3288394404
783413017983594496,2296973810
783413020789727232,313555219
783413028154843138,1067266550
783413037311008768,173010601
783413041207533568,557468072
783413042985832448,30171397
783413055291916288,846935101
783413060253913088,757239530336444416
783413072715063296,2777541422
783413073646350336,514974163
783413081355321344,259325560
783413083855134720,738873561666879489
783413092113874944,713731054906044417
783413094546419712,248093449
783413104004567040,33309106
783413106269708288,1402523592
783413125777195008,91153880
783413131527741441,337062648
783413132643430400,2279856378
783413136460161024,1723853089
783413139706515456,427572789
783413147583541248,782945248356032512
783413165258399748,28252034
783413173181374465,67413764
783413187379101698,82605674
783413195054522369,90918827
783413216810524674,726236936038440960
783413218869858304,4826677880
783413223517220864,759964421443637249
783413232719495170,297795855
783413233893928960,437726498
783413246032244736,3045306697
783413258858340352,370875869
783413263421743104,4885744525
783413267062489089,3029326756
783413271634206721,555393495
783413275077832705,139616184
783413283894206464,760098153307701250
783413287002210304,53698155
783413313950523392,3884130733
783413315838017536,705187111981465600
783413321898663936,1365354518
783413322112573440,124557619
783413327703580676,584554949
783413327531618304,748918727526133760
783413328487919616,3028902692
783413347328884736,43946080
783413350206214148,760098153307701250
783413356375842816,444994317
783413357797777410,1317689665
783413358582042624,84329913
783413367939616768,33981571
783413370774966272,748918727526133760
783413382061789184,1623946224
783413396293165056,2963123699
783413398130331648,3237705512
783413409479921664,778614982929854464
783413414949425154,3319176600
783413415247224834,774054458154160128
783413417398898688,3036072521
783413420670406656,166961244
783413425019887616,3286809781
783413428920745984,462906157
783413431684763648,758861872581926912
783413445420986368,772234273516511232
783413459530547200,846664664
783413465373351936,1624337988
783413470553378818,33319740
783413473682214912,759520092946182145
783413476567900161,736676509742571520
783413477108875264,77562748
783413498902564864,50732442
783413500743970816,784865526
783413500987183104,191846692
783413505940660224,322572499
783413517114310656,2166971466
783413523208515584,4497590477
783413523242029056,41669035
783413523984490496,713114100310605825
783413524198518784,195355640
783413529176969216,1531911318
783413538383593477,123786463
783413543546851328,811182
783413544075288576,3041648696
783413549905354753,2458476536
783413555144065024,782907069011726336
783413555139837952,2356944679
783413566955216896,3006853582
783413574647459840,2400901568
783413576010571776,3047273597
783413583661174784,273755581
783413584386748417,946406934
783413600740339712,752238684691369985
783413602401198080,528993540
783413606633189376,349620279
783413607979683840,15035209
783413615495819264,2471794630
783413618184450048,43341535
783413626480754689,4890794345
783413633258692608,2360257718
783413640300945408,1287242298
783413640779206656,3536120422
783413645124349952,18644313
783413672450416640,251268932
783413697913860096,2395702152
783413702829694977,535730411
783413704171790337,77562748
783413705530744832,1112104500
783413721640996865,2980625739
783413730172407808,764835662382133249
783413731418071040,4898400250
783413751017906176,2862530461
783413754880851968,774552899707809792
783413760291733504,14198308
783413768940290048,268907192
783413772690096128,3308367739
783413775164592128,43204083
783413781326094336,62035932
783413783758835712,774268879279427584
783413802691735552,40824514
783413807880216576,103289864
783413809822113792,780571007484436480
783413824766545920,23584599
783413827530522624,33617326
783413829434679296,4902377362
783413839576633344,52263943
783413843443810304,2182299060
783413844874002432,246220722
783413848128655360,613941136
783413852457332736,451472638
783413878164103168,78070539
783413885231505409,15915809
783413887391543297,230226796
783413905213100032,19899325
783413912058400768,48443121
783413914965016576,17010163
783413914671325184,462153820
783413918727143424,42326304
783413924003713029,3850427354
783413930903343104,756552908334768128
783413931914174464,4370631674
783413932299948032,2593179404
783413949110693888,717221335
783413950910050304,745337846777581570
783413965514612736,725057007967936514
783413965745430528,3894422001
783413981574684675,2398300866
783413995222999040,74773655
783414013031874560,1203243380
783414017452810241,26900055
783414033407963140,710260692939612160
783414034628358144,4764867800
783414042786398208,2225558581
783414049027547136,24791700
783414069990612993,927071516
783414080119926784,552315159
783414084591030272,1686784310
783414091725410304,754894161069740033
783414092501360640,15915809
783414092304355329,17807795
783414093977907201,969204524
783414094900531200,884311340
783414094736990208,93757634
783414098977370112,3433590633
783414102265851908,2266063683
783414105377955840,454570392
783414108032937985,123365617
783414112898473988,3013115308
783414116962754560,78580934
783414119751819264,2354351132
783414126500581376,3676179976
783414137212796928,19351111
783414143047000064,722096505906184192
783414143047000064,722096505906184192
783414146230616064,44287222
783414148147384320,700368699904098305
783414148596129792,2718014486
783414155558526977,4886846019
783414157055885313,2336560186
783414162521227264,37113455
783414163754409984,784820684
783414168200224769,452287150
783414188462833665,420838943
783414197665210368,2431040719
783414218364256256,52965562
783414237477625856,1500145819
783414250232479744,16049481
783414255747932160,430997434
783414260508430336,784261346
783414271128563718,236531493
783414277092749312,123365617
783414277050736640,2671630338
783414302795378688,706883464524668929
783414302136995840,711734688
783414312542941184,2427244933
783414317882413056,1546819380
783414318423433216,317223956
783414318905823238,3757015887
783414322076811265,2794812876
783414323460702208,746511344
783414340749660160,228226852
783414341144080384,709509298653626368
783414341655592961,2297125818
783414354758676480,711031138173587456
783414354532179968,30873999
783414356948185088,375893657
783414357434699776,719588543744647168
783414362157572103,272431268
783414367727517696,462906157
783414377118523392,78192372
783414385041485825,393048573
783414385825947652,3029083276
783414390422900737,15808113
783414393346195456,2436893875
783414402380734464,14768515
783414412652654596,137716570
783414422240985091,1578069678
783414422576463872,866690924
783414426934194176,1608716442
783414431577436160,41159019
783414440318242816,2903918642
783414451651379200,2899568855
783414469506457600,375669510
783414484568121345,4875977234
783414487135100928,33816204
783414493179158528,49868295
783414500015890433,630518888
783414504927342592,703342508533637120
783414510270967808,2773928897
783414512355540992,3207370354
783414514909908993,1334720004
783414527933251584,3867426015
783414528428105728,23498412
783414534128099328,1025661
783414551156891648,3083083097
783414551366676480,1277701350
783414553732259840,3237106130
783414570958282752,115195884
783414579074310144,765568035096788992
783414581142097920,1918053272
783414591976013824,4851681461
783414597587873792,26533791
